;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Status Quo;;FW-Szenario 1 - Nur Versorgung der Altstadt;;;;;;;FW-Szenario 2  - Versorgung von Altstadt & Zusmmenschluss WHHW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;2;296;;676;963;1.237;1.498;1.747;1.985;;676;963;1.493;2.713;3.185;3.635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;3;304;;677;964;1.239;1.499;1.749;1.987;;677;964;1.495;2.716;3.188;3.640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;4;301;;678;965;1.241;1.502;1.751;1.990;;678;965;1.497;2.720;3.193;3.645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;5;308;;680;967;1.243;1.505;1.755;1.994;;680;967;1.500;2.725;3.198;3.651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;6;334;;682;970;1.246;1.508;1.758;1.998;;682;970;1.504;2.730;3.204;3.657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;7;464;;683;971;1.248;1.510;1.761;2.000;;683;971;1.506;2.734;3.208;3.662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;8;531;;683;972;1.249;1.511;1.763;2.003;;683;972;1.507;2.738;3.214;3.668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;9;580;;684;974;1.251;1.515;1.767;2.007;;684;974;1.510;2.744;3.221;3.676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;10;557;;686;976;1.255;1.519;1.771;2.013;;686;976;1.515;2.751;3.230;3.687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;11;527;;688;979;1.259;1.524;1.777;2.019;;688;979;1.519;2.760;3.240;3.698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;12;498;;690;983;1.263;1.529;1.783;2.026;;690;983;1.524;2.769;3.251;3.710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;13;480;;693;986;1.267;1.533;1.788;2.032;;693;986;1.529;2.778;3.260;3.722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;14;453;;694;988;1.271;1.538;1.794;2.038;;694;988;1.534;2.786;3.270;3.732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;15;455;;696;991;1.274;1.542;1.798;2.044;;696;991;1.538;2.793;3.279;3.743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;16;425;;698;994;1.277;1.546;1.803;2.049;;698;994;1.542;2.800;3.287;3.752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;17;412;;700;996;1.281;1.550;1.808;2.054;;700;996;1.546;2.808;3.295;3.762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;18;399;;702;999;1.284;1.554;1.812;2.059;;702;999;1.550;2.815;3.304;3.772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;19;354;;704;1.002;1.288;1.558;1.818;2.065;;704;1.002;1.554;2.823;3.314;3.783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;20;396;;706;1.004;1.291;1.563;1.822;2.071;;706;1.004;1.558;2.831;3.323;3.793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;21;389;;708;1.008;1.295;1.568;1.828;2.077;;708;1.008;1.563;2.840;3.333;3.805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;22;379;;710;1.011;1.300;1.573;1.835;2.085;;710;1.011;1.569;2.850;3.346;3.819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;23;358;;713;1.015;1.305;1.580;1.842;2.093;;713;1.015;1.575;2.862;3.359;3.834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;23;24;314;;716;1.020;1.311;1.586;1.850;2.102;;716;1.020;1.582;2.874;3.373;3.851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;1;312;;719;1.023;1.316;1.592;1.857;2.110;;719;1.023;1.588;2.884;3.386;3.865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;2;308;;721;1.027;1.320;1.598;1.864;2.118;;721;1.027;1.593;2.895;3.398;3.879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;3;318;;725;1.032;1.326;1.605;1.871;2.126;;725;1.032;1.600;2.906;3.411;3.893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;4;315;;728;1.036;1.331;1.610;1.878;2.134;;728;1.036;1.606;2.916;3.423;3.907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;5;323;;730;1.038;1.334;1.615;1.883;2.140;;730;1.038;1.610;2.925;3.433;3.919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;6;348;;731;1.041;1.338;1.620;1.890;2.147;;731;1.041;1.616;2.935;3.445;3.933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;7;485;;733;1.044;1.343;1.625;1.895;2.154;;733;1.044;1.620;2.944;3.456;3.945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;8;553;;737;1.049;1.349;1.632;1.904;2.163;;737;1.049;1.628;2.957;3.471;3.962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;9;607;;740;1.054;1.355;1.640;1.912;2.173;;740;1.054;1.635;2.971;3.487;3.980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;10;588;;744;1.059;1.362;1.649;1.923;2.185;;744;1.059;1.644;2.987;3.506;4.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;11;560;;748;1.066;1.370;1.659;1.935;2.198;;748;1.066;1.654;3.005;3.528;4.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;12;529;;754;1.073;1.380;1.670;1.948;2.213;;754;1.073;1.665;3.026;3.552;4.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;13;509;;759;1.081;1.390;1.682;1.962;2.229;;759;1.081;1.677;3.048;3.578;4.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;14;481;;765;1.089;1.400;1.695;1.977;2.246;;765;1.089;1.690;3.071;3.605;4.115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;15;480;;771;1.098;1.412;1.709;1.994;2.266;;771;1.098;1.705;3.097;3.636;4.150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;16;451;;777;1.107;1.423;1.723;2.010;2.284;;777;1.107;1.718;3.122;3.665;4.183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;17;439;;784;1.116;1.435;1.737;2.026;2.302;;784;1.116;1.732;3.147;3.695;4.217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;18;429;;790;1.124;1.446;1.750;2.041;2.320;;790;1.124;1.745;3.171;3.723;4.250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;19;381;;795;1.133;1.456;1.763;2.056;2.337;;795;1.133;1.758;3.195;3.750;4.281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;20;429;;800;1.139;1.465;1.773;2.069;2.351;;800;1.139;1.768;3.214;3.772;4.306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;21;427;;805;1.146;1.474;1.784;2.080;2.364;;805;1.146;1.779;3.231;3.793;4.329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;22;420;;810;1.152;1.481;1.792;2.090;2.375;;810;1.152;1.787;3.247;3.811;4.350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;23;403;;813;1.157;1.487;1.800;2.099;2.385;;813;1.157;1.795;3.260;3.827;4.368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24;24;351;;816;1.161;1.493;1.807;2.107;2.394;;816;1.161;1.802;3.272;3.841;4.384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;1;350;;818;1.165;1.497;1.812;2.113;2.401;;818;1.165;1.807;3.282;3.852;4.397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;2;344;;821;1.168;1.501;1.817;2.119;2.407;;821;1.168;1.812;3.290;3.862;4.409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;3;354;;821;1.169;1.503;1.820;2.123;2.412;;821;1.169;1.815;3.297;3.870;4.418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;4;350;;823;1.172;1.507;1.824;2.127;2.417;;823;1.172;1.819;3.305;3.879;4.429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;5;363;;825;1.174;1.510;1.828;2.132;2.423;;825;1.174;1.823;3.312;3.888;4.438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;6;380;;827;1.177;1.514;1.832;2.137;2.428;;827;1.177;1.827;3.320;3.897;4.448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;7;533;;828;1.179;1.516;1.835;2.141;2.433;;828;1.179;1.830;3.326;3.904;4.456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;8;602;;830;1.182;1.520;1.839;2.146;2.438;;830;1.182;1.834;3.333;3.912;4.466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;9;666;;832;1.184;1.522;1.843;2.149;2.442;;832;1.184;1.838;3.339;3.919;4.474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;10;655;;833;1.186;1.525;1.846;2.153;2.447;;833;1.186;1.841;3.345;3.926;4.482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;11;635;;834;1.188;1.527;1.848;2.156;2.450;;834;1.188;1.843;3.349;3.932;4.488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;12;608;;835;1.189;1.529;1.851;2.159;2.453;;835;1.189;1.846;3.353;3.936;4.493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;13;592;;836;1.191;1.531;1.853;2.161;2.455;;836;1.191;1.847;3.357;3.940;4.497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;14;577;;837;1.191;1.532;1.854;2.162;2.457;;837;1.191;1.849;3.359;3.942;4.500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;15;569;;838;1.193;1.533;1.856;2.164;2.459;;838;1.193;1.850;3.361;3.945;4.503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;16;544;;839;1.193;1.534;1.856;2.165;2.459;;839;1.193;1.851;3.362;3.946;4.504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;17;526;;839;1.193;1.534;1.856;2.165;2.459;;839;1.193;1.851;3.361;3.945;4.504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;18;514;;839;1.193;1.534;1.856;2.164;2.459;;839;1.193;1.851;3.361;3.945;4.503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;19;449;;838;1.193;1.533;1.856;2.164;2.459;;838;1.193;1.850;3.361;3.945;4.502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;20;490;;839;1.193;1.534;1.856;2.164;2.459;;839;1.193;1.851;3.361;3.945;4.503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;21;480;;838;1.193;1.533;1.856;2.165;2.460;;838;1.193;1.851;3.362;3.946;4.505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;22;468;;838;1.194;1.535;1.857;2.166;2.462;;838;1.194;1.852;3.365;3.950;4.509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;23;448;;840;1.196;1.537;1.860;2.170;2.466;;840;1.196;1.855;3.371;3.957;4.517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;25;24;386;;842;1.198;1.540;1.864;2.175;2.471;;842;1.198;1.859;3.378;3.965;4.526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;1;381;;843;1.201;1.543;1.868;2.179;2.476;;843;1.201;1.863;3.385;3.973;4.535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;2;374;;845;1.203;1.547;1.872;2.184;2.481;;845;1.203;1.867;3.392;3.982;4.545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;3;382;;847;1.206;1.551;1.877;2.189;2.487;;847;1.206;1.872;3.400;3.991;4.556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;4;376;;849;1.209;1.555;1.882;2.195;2.494;;849;1.209;1.876;3.409;4.002;4.568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;5;390;;852;1.213;1.559;1.887;2.201;2.501;;852;1.213;1.882;3.419;4.013;4.581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;6;401;;854;1.217;1.564;1.893;2.208;2.509;;854;1.217;1.888;3.430;4.026;4.596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;7;560;;857;1.220;1.569;1.899;2.215;2.517;;857;1.220;1.894;3.440;4.038;4.610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;8;623;;862;1.227;1.577;1.909;2.226;2.529;;862;1.227;1.903;3.457;4.058;4.632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;9;687;;867;1.233;1.585;1.918;2.237;2.542;;867;1.233;1.913;3.474;4.078;4.655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;10;671;;872;1.241;1.595;1.930;2.251;2.557;;872;1.241;1.924;3.495;4.103;4.683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;11;649;;877;1.249;1.605;1.942;2.265;2.574;;877;1.249;1.937;3.518;4.129;4.713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;12;619;;884;1.258;1.617;1.956;2.282;2.592;;884;1.258;1.951;3.544;4.159;4.748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;13;599;;891;1.268;1.630;1.973;2.301;2.614;;891;1.268;1.967;3.573;4.194;4.788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;14;581;;898;1.278;1.642;1.988;2.318;2.634;;898;1.278;1.982;3.601;4.226;4.824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;15;571;;905;1.288;1.656;2.005;2.338;2.657;;905;1.288;1.999;3.632;4.264;4.867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;16;543;;911;1.297;1.668;2.018;2.354;2.675;;911;1.297;2.013;3.658;4.294;4.901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;17;524;;918;1.307;1.681;2.035;2.373;2.697;;918;1.307;2.029;3.687;4.328;4.941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;18;512;;925;1.317;1.693;2.050;2.391;2.717;;925;1.317;2.044;3.715;4.360;4.978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;19;451;;931;1.326;1.706;2.065;2.408;2.737;;931;1.326;2.059;3.741;4.392;5.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;20;496;;938;1.337;1.719;2.080;2.427;2.757;;938;1.337;2.075;3.770;4.425;5.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;21;494;;944;1.345;1.729;2.093;2.441;2.774;;944;1.345;2.087;3.793;4.452;5.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;22;489;;950;1.353;1.740;2.106;2.456;2.791;;950;1.353;2.100;3.816;4.480;5.114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;23;473;;957;1.363;1.752;2.121;2.474;2.811;;957;1.363;2.115;3.844;4.512;5.151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;24;411;;964;1.373;1.765;2.136;2.492;2.831;;964;1.373;2.130;3.871;4.544;5.187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;1;408;;971;1.382;1.776;2.150;2.507;2.849;;971;1.382;2.144;3.894;4.571;5.217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;2;403;;976;1.389;1.785;2.160;2.520;2.863;;976;1.389;2.154;3.914;4.594;5.244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;3;415;;980;1.395;1.793;2.170;2.531;2.876;;980;1.395;2.164;3.932;4.615;5.268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;4;411;;984;1.401;1.801;2.180;2.542;2.889;;984;1.401;2.174;3.949;4.635;5.290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;5;432;;988;1.406;1.808;2.188;2.552;2.900;;988;1.406;2.182;3.964;4.652;5.311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;6;436;;992;1.412;1.815;2.197;2.562;2.911;;992;1.412;2.191;3.980;4.671;5.332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;7;617;;994;1.416;1.820;2.203;2.569;2.919;;994;1.416;2.197;3.991;4.684;5.347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;8;686;;997;1.420;1.826;2.210;2.578;2.929;;997;1.420;2.204;4.005;4.701;5.366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;9;764;;1.000;1.425;1.832;2.217;2.586;2.939;;1.000;1.425;2.211;4.018;4.716;5.384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;10;753;;1.004;1.429;1.838;2.224;2.595;2.948;;1.004;1.429;2.218;4.031;4.731;5.401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;11;742;;1.006;1.433;1.843;2.230;2.602;2.956;;1.006;1.433;2.224;4.042;4.744;5.416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;12;728;;1.009;1.437;1.848;2.236;2.608;2.964;;1.009;1.437;2.230;4.052;4.757;5.430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;13;699;;1.012;1.441;1.853;2.243;2.616;2.973;;1.012;1.441;2.237;4.065;4.771;5.446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;14;701;;1.015;1.445;1.858;2.249;2.623;2.981;;1.015;1.445;2.243;4.075;4.783;5.460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;15;662;;1.018;1.449;1.864;2.256;2.631;2.990;;1.018;1.449;2.249;4.087;4.798;5.476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;16;650;;1.020;1.452;1.867;2.260;2.636;2.996;;1.020;1.452;2.254;4.095;4.807;5.488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;17;624;;1.022;1.456;1.872;2.265;2.642;3.002;;1.022;1.456;2.259;4.105;4.818;5.500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;18;609;;1.024;1.458;1.875;2.269;2.647;3.007;;1.024;1.458;2.263;4.111;4.826;5.509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;19;555;;1.025;1.460;1.877;2.272;2.650;3.011;;1.025;1.460;2.266;4.116;4.832;5.516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;20;580;;1.027;1.462;1.879;2.275;2.653;3.015;;1.027;1.462;2.268;4.121;4.838;5.522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;21;578;;1.028;1.464;1.881;2.277;2.656;3.018;;1.028;1.464;2.271;4.125;4.842;5.527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;22;588;;1.030;1.465;1.883;2.279;2.658;3.020;;1.030;1.465;2.273;4.128;4.845;5.531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;27;23;569;;1.030;1.466;1.885;2.281;2.660;3.022;;1.030;1.466;2.274;4.131;4.848;5.534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
